Transaction ID,Account Id,Transaction Amount,Transaction Date,Transaction Type,Location,Device Id,IP Address,Merchant Id,Channel,Customer Age,Customer Occupation,Transaction Duration,Login Attempts,Account Balance,Previous Transaction Date
TRX00282,ACC049,130.47219323813798,2025-04-28 02:00:00,Payment,Jakarta,DEV2,172.16.0.1,M002,Internet Banking,23,Karyawan Swasta,49,1,25105873.071184874,2025-04-23 02:00:00
TRX00283,ACC003,502.21792471296794,2025-04-28 12:00:00,Withdrawal,Bali,DEV4,192.168.1.1,M003,ATM,53,Wiraswasta,16,2,34378926.82513337,2025-04-25 12:00:00
TRX00284,ACC045,353.14042087695685,2025-04-28 22:00:00,Deposit,Medan,DEV3,10.0.0.1,M003,ATM,41,Pelajar,183,4,39616136.26726962,2025-04-27 22:00:00
TRX00285,ACC014,155.35584741560544,2025-04-29 08:00:00,Deposit,Medan,DEV3,10.0.0.1,M004,Internet Banking,29,PNS,160,1,29192630.507462405,2025-04-25 08:00:00
TRX00286,ACC030,15.8329906707818,2025-04-29 18:00:00,Deposit,Bali,DEV1,192.168.1.1,M004,Mobile Banking,60,Wiraswasta,220,1,45454995.431660555,2025-04-24 18:00:00
TRX00287,ACC068,311.5828023759422,2025-04-30 04:00:00,Payment,Medan,DEV2,172.16.0.1,M001,ATM,40,Karyawan Swasta,95,3,47105373.199505195,2025-04-23 04:00:00
TRX00288,ACC018,439.4045121409876,2025-04-30 14:00:00,Withdrawal,Jakarta,DEV1,10.0.0.1,M002,Internet Banking,44,Karyawan Swasta,262,3,3309529.2373598176,2025-04-29 14:00:00
TRX00289,ACC062,4677.949389114953,2025-05-01 00:00:00,Withdrawal,Jakarta,DEV2,10.0.0.1,M003,Internet Banking,62,Karyawan Swasta,30,1,20178289.92311458,2025-04-28 00:00:00
TRX00290,ACC037,744.8252258309928,2025-05-01 10:00:00,Deposit,Surabaya,DEV1,172.16.0.1,M004,Mobile Banking,54,PNS,266,4,1270605.1838856065,2025-04-29 10:00:00
TRX00291,ACC025,8.59547084091067,2025-05-01 20:00:00,Withdrawal,Bali,DEV3,10.0.0.1,M003,Mobile Banking,23,Wiraswasta,42,4,16537891.202984702,2025-04-22 20:00:00
TRX00292,ACC048,166.94160799141517,2025-05-02 06:00:00,Transfer,Bandung,DEV1,192.168.1.1,M004,Mobile Banking,18,Wiraswasta,269,1,26889724.076733045,2025-04-26 06:00:00
TRX00293,ACC065,2246.351319165937,2025-05-02 16:00:00,Transfer,Bandung,DEV4,10.0.0.1,M001,ATM,23,Wiraswasta,243,2,45548667.03244645,2025-04-29 16:00:00
TRX00294,ACC053,378.16223072230366,2025-05-03 02:00:00,Transfer,Surabaya,DEV2,10.0.0.1,M001,Internet Banking,67,PNS,12,2,42343060.6910236,2025-04-25 02:00:00
TRX00295,ACC079,242.97978256536652,2025-05-03 12:00:00,Withdrawal,Surabaya,DEV2,172.16.0.1,M003,Internet Banking,39,PNS,236,4,6462236.3609320875,2025-04-25 12:00:00
TRX00296,ACC073,572.6891010345705,2025-05-03 22:00:00,Payment,Medan,DEV3,192.168.1.1,M001,Internet Banking,58,Pelajar,293,3,4742215.699570696,2025-05-01 22:00:00
TRX00297,ACC015,58.34844492210727,2025-05-04 08:00:00,Payment,Surabaya,DEV2,172.16.0.1,M003,Mobile Banking,41,Karyawan Swasta,79,2,29504440.203957684,2025-04-28 08:00:00
TRX00298,ACC049,304.0326189845001,2025-05-04 18:00:00,Payment,Surabaya,DEV4,10.0.0.1,M004,Internet Banking,42,Karyawan Swasta,263,2,26652686.825693257,2025-04-27 18:00:00
TRX00299,ACC088,101.93118630206497,2025-05-05 04:00:00,Payment,Bandung,DEV1,10.0.0.1,M002,ATM,32,Wiraswasta,153,3,13392244.30735819,2025-05-03 04:00:00
TRX00300,ACC068,144.10825259528053,2025-05-05 14:00:00,Transfer,Medan,DEV3,172.16.0.1,M001,Mobile Banking,43,PNS,33,2,44982708.91923638,2025-05-03 14:00:00
TRX00301,ACC012,514.2357271942553,2025-05-06 00:00:00,Transfer,Surabaya,DEV4,172.16.0.1,M004,Mobile Banking,25,PNS,243,1,46375583.83213152,2025-05-05 00:00:00
TRX00302,ACC059,36.96347808072575,2025-05-06 10:00:00,Deposit,Surabaya,DEV2,172.16.0.1,M002,Mobile Banking,68,Wiraswasta,184,2,20190310.77317412,2025-04-28 10:00:00
TRX00303,ACC037,1024.5140798247892,2025-05-06 20:00:00,Withdrawal,Medan,DEV2,192.168.1.1,M002,Mobile Banking,41,Wiraswasta,168,3,44526097.59996466,2025-05-05 20:00:00
TRX00304,ACC061,78.7109324212886,2025-05-07 06:00:00,Withdrawal,Bali,DEV4,10.0.0.1,M002,ATM,65,Pelajar,295,1,19259049.823722333,2025-04-28 06:00:00
TRX00305,ACC043,219.42143684064794,2025-05-07 16:00:00,Payment,Medan,DEV1,172.16.0.1,M004,Internet Banking,55,Karyawan Swasta,27,2,36867159.90830204,2025-05-01 16:00:00
TRX00306,ACC070,18.160303027814415,2025-05-08 02:00:00,Transfer,Bandung,DEV1,10.0.0.1,M004,ATM,23,Karyawan Swasta,53,4,23849516.655631434,2025-05-01 02:00:00
TRX00307,ACC039,436.92254477443606,2025-05-08 12:00:00,Payment,Bali,DEV3,192.168.1.1,M003,Internet Banking,52,Karyawan Swasta,164,1,6216899.509708432,2025-05-01 12:00:00
TRX00308,ACC056,1299.527354552802,2025-05-08 22:00:00,Deposit,Jakarta,DEV2,192.168.1.1,M002,ATM,59,Pelajar,240,1,46403916.64172737,2025-05-05 22:00:00
TRX00309,ACC063,68.58251893054319,2025-05-09 08:00:00,Withdrawal,Medan,DEV4,192.168.1.1,M002,Mobile Banking,18,Wiraswasta,234,4,22759420.009539075,2025-05-07 08:00:00
TRX00310,ACC046,28.068976301888302,2025-05-09 18:00:00,Withdrawal,Bandung,DEV1,192.168.1.1,M002,Mobile Banking,63,Wiraswasta,226,4,36750903.31208794,2025-04-30 18:00:00
TRX00311,ACC088,225.19677985411113,2025-05-10 04:00:00,Payment,Bali,DEV3,10.0.0.1,M003,ATM,53,Karyawan Swasta,65,2,18421973.340121478,2025-05-02 04:00:00
TRX00312,ACC011,1315.8208461683662,2025-05-10 14:00:00,Deposit,Medan,DEV2,192.168.1.1,M002,ATM,29,Karyawan Swasta,40,2,1042155.8409541096,2025-05-03 14:00:00
TRX00313,ACC062,16.86457303866935,2025-05-11 00:00:00,Withdrawal,Surabaya,DEV2,192.168.1.1,M004,Internet Banking,55,Pelajar,68,3,5116464.898722611,2025-05-02 00:00:00
TRX00314,ACC077,28.234305004951594,2025-05-11 10:00:00,Deposit,Medan,DEV3,172.16.0.1,M002,ATM,28,PNS,244,3,24861352.026547227,2025-05-07 10:00:00
TRX00315,ACC098,75.09212270573056,2025-05-11 20:00:00,Deposit,Jakarta,DEV3,192.168.1.1,M001,ATM,29,PNS,116,1,34529221.42060548,2025-05-07 20:00:00
TRX00316,ACC025,43.35769790842054,2025-05-12 06:00:00,Payment,Medan,DEV1,172.16.0.1,M004,Internet Banking,59,Karyawan Swasta,200,4,16803292.796306025,2025-05-11 06:00:00
TRX00317,ACC071,43.56359393631878,2025-05-12 16:00:00,Transfer,Bali,DEV4,192.168.1.1,M003,Internet Banking,67,Pelajar,27,4,34804874.11296475,2025-05-04 16:00:00
TRX00318,ACC052,6.416155191700692,2025-05-13 02:00:00,Payment,Bali,DEV2,192.168.1.1,M002,Internet Banking,56,Karyawan Swasta,235,3,34961915.91265461,2025-05-10 02:00:00
TRX00319,ACC004,359.09444113077205,2025-05-13 12:00:00,Transfer,Medan,DEV4,172.16.0.1,M001,ATM,24,PNS,176,1,35226401.77565876,2025-05-06 12:00:00
TRX00320,ACC059,246.677238230869,2025-05-13 22:00:00,Deposit,Bali,DEV2,192.168.1.1,M003,Internet Banking,28,Karyawan Swasta,80,1,24676840.51562337,2025-05-11 22:00:00
TRX00321,ACC072,11.608367801971205,2025-05-14 08:00:00,Transfer,Surabaya,DEV2,10.0.0.1,M003,Mobile Banking,53,PNS,63,3,45752818.89106305,2025-05-12 08:00:00
TRX00322,ACC020,1320.536853288632,2025-05-14 18:00:00,Deposit,Medan,DEV4,10.0.0.1,M004,Mobile Banking,69,PNS,254,3,24510906.247232717,2025-05-07 18:00:00
TRX00323,ACC093,1847.5920439545846,2025-05-15 04:00:00,Withdrawal,Surabaya,DEV3,192.168.1.1,M003,Mobile Banking,48,PNS,85,3,22568233.155482244,2025-05-09 04:00:00
TRX00324,ACC063,48.11729497286094,2025-05-15 14:00:00,Withdrawal,Surabaya,DEV1,10.0.0.1,M003,ATM,50,Wiraswasta,44,2,10049102.868630286,2025-05-12 14:00:00
TRX00325,ACC054,853.9075105548385,2025-05-16 00:00:00,Withdrawal,Bandung,DEV2,172.16.0.1,M003,Mobile Banking,30,Wiraswasta,276,1,15451988.859081192,2025-05-07 00:00:00
TRX00326,ACC074,62.834437594486076,2025-05-16 10:00:00,Payment,Medan,DEV3,192.168.1.1,M003,ATM,35,Karyawan Swasta,130,1,2212491.176663337,2025-05-10 10:00:00
TRX00327,ACC098,194.7418363612854,2025-05-16 20:00:00,Payment,Bali,DEV2,192.168.1.1,M002,ATM,58,PNS,34,1,31713411.151446894,2025-05-10 20:00:00
TRX00328,ACC057,42.36645093366394,2025-05-17 06:00:00,Deposit,Surabaya,DEV1,172.16.0.1,M002,Mobile Banking,41,Wiraswasta,169,3,12501933.621961934,2025-05-16 06:00:00
TRX00329,ACC090,4110.817879727095,2025-05-17 16:00:00,Withdrawal,Bandung,DEV2,172.16.0.1,M002,Internet Banking,26,Karyawan Swasta,93,3,15277347.19882471,2025-05-13 16:00:00
TRX00330,ACC041,95.19944947977751,2025-05-18 02:00:00,Payment,Medan,DEV1,172.16.0.1,M002,ATM,48,Karyawan Swasta,123,3,38563644.631049626,2025-05-12 02:00:00
TRX00331,ACC003,179.40997215627002,2025-05-18 12:00:00,Withdrawal,Medan,DEV1,192.168.1.1,M001,Mobile Banking,58,Karyawan Swasta,232,3,16428337.039756548,2025-05-12 12:00:00
TRX00332,ACC006,52.883634210908596,2025-05-18 22:00:00,Payment,Jakarta,DEV2,172.16.0.1,M002,ATM,27,Karyawan Swasta,175,4,12185575.011455795,2025-05-13 22:00:00
TRX00333,ACC005,2421.090641313674,2025-05-19 08:00:00,Transfer,Jakarta,DEV2,172.16.0.1,M003,Internet Banking,19,Karyawan Swasta,200,3,8535981.681771917,2025-05-18 08:00:00
TRX00334,ACC005,2514.733138958711,2025-05-19 18:00:00,Transfer,Surabaya,DEV1,10.0.0.1,M002,Internet Banking,55,Pelajar,184,2,38765434.2688796,2025-05-11 18:00:00
TRX00335,ACC054,1713.6720964401238,2025-05-20 04:00:00,Withdrawal,Jakarta,DEV3,10.0.0.1,M002,Mobile Banking,32,PNS,10,4,6572342.273702341,2025-05-15 04:00:00
TRX00336,ACC047,623.0710283749427,2025-05-20 14:00:00,Deposit,Surabaya,DEV4,192.168.1.1,M004,ATM,20,Karyawan Swasta,238,4,22742312.63649264,2025-05-15 14:00:00
TRX00337,ACC087,58.13777819143474,2025-05-21 00:00:00,Payment,Bali,DEV1,10.0.0.1,M003,ATM,60,Pelajar,95,3,25395812.792252,2025-05-14 00:00:00
TRX00338,ACC049,513.769717144274,2025-05-21 10:00:00,Payment,Surabaya,DEV2,10.0.0.1,M002,ATM,48,PNS,71,1,34400756.64301716,2025-05-17 10:00:00
TRX00339,ACC009,146.8535455845421,2025-05-21 20:00:00,Transfer,Jakarta,DEV2,172.16.0.1,M002,ATM,23,Wiraswasta,215,3,31700845.768416476,2025-05-15 20:00:00
TRX00340,ACC099,1062.7476251549863,2025-05-22 06:00:00,Transfer,Bali,DEV3,172.16.0.1,M002,Mobile Banking,20,Karyawan Swasta,114,1,40554961.57996422,2025-05-18 06:00:00
TRX00341,ACC020,791.4392157095256,2025-05-22 16:00:00,Deposit,Jakarta,DEV4,10.0.0.1,M001,Internet Banking,28,Pelajar,259,3,2333096.5529192835,2025-05-19 16:00:00
TRX00342,ACC061,56.04201251196173,2025-05-23 02:00:00,Deposit,Surabaya,DEV1,10.0.0.1,M002,Mobile Banking,32,Wiraswasta,22,3,14892392.16649192,2025-05-16 02:00:00
TRX00343,ACC035,615.0716125854004,2025-05-23 12:00:00,Deposit,Bandung,DEV1,10.0.0.1,M004,ATM,62,Pelajar,172,1,14078692.52689145,2025-05-15 12:00:00
TRX00344,ACC050,412.83651827411194,2025-05-23 22:00:00,Withdrawal,Medan,DEV4,192.168.1.1,M003,ATM,69,PNS,52,1,7386243.589046201,2025-05-19 22:00:00
TRX00345,ACC082,2.3155696019454415,2025-05-24 08:00:00,Transfer,Jakarta,DEV1,192.168.1.1,M003,Internet Banking,45,PNS,120,1,14529994.867436513,2025-05-22 08:00:00
TRX00346,ACC062,493.44182006137754,2025-05-24 18:00:00,Withdrawal,Surabaya,DEV4,192.168.1.1,M002,ATM,27,Wiraswasta,214,1,15557289.17573088,2025-05-21 18:00:00
TRX00347,ACC017,77.65735904079709,2025-05-25 04:00:00,Transfer,Bali,DEV2,10.0.0.1,M002,Mobile Banking,55,Pelajar,265,2,26142034.650181167,2025-05-24 04:00:00
TRX00348,ACC088,39.28867535731337,2025-05-25 14:00:00,Transfer,Jakarta,DEV4,10.0.0.1,M002,Mobile Banking,64,Karyawan Swasta,153,1,33218853.49842018,2025-05-17 14:00:00
TRX00349,ACC003,41.89259552617929,2025-05-26 00:00:00,Payment,Jakarta,DEV1,192.168.1.1,M003,Internet Banking,67,Karyawan Swasta,155,3,19116915.629229523,2025-05-23 00:00:00
TRX00350,ACC032,121.16286793874826,2025-05-26 10:00:00,Transfer,Medan,DEV4,192.168.1.1,M003,Mobile Banking,67,Wiraswasta,173,3,36001564.54253772,2025-05-19 10:00:00
TRX00351,ACC099,304.93217356719566,2025-05-26 20:00:00,Transfer,Surabaya,DEV3,10.0.0.1,M001,Mobile Banking,24,Wiraswasta,178,2,16874650.39512104,2025-05-21 20:00:00
TRX00352,ACC013,19.140508761109256,2025-05-27 06:00:00,Withdrawal,Bandung,DEV2,172.16.0.1,M004,Mobile Banking,32,Wiraswasta,242,1,14585155.498006541,2025-05-22 06:00:00
TRX00353,ACC089,197.30914334839767,2025-05-27 16:00:00,Transfer,Bali,DEV2,192.168.1.1,M001,Mobile Banking,35,Pelajar,280,3,27105283.987265516,2025-05-20 16:00:00
TRX00354,ACC073,352.5304844737275,2025-05-28 02:00:00,Withdrawal,Surabaya,DEV4,10.0.0.1,M004,ATM,35,Karyawan Swasta,69,2,1283446.3792589512,2025-05-19 02:00:00
TRX00355,ACC068,2422.8714746176984,2025-05-28 12:00:00,Deposit,Bali,DEV1,10.0.0.1,M001,Mobile Banking,69,Karyawan Swasta,244,3,4081477.2693366185,2025-05-23 12:00:00
TRX00356,ACC014,29.516952111969946,2025-05-28 22:00:00,Transfer,Jakarta,DEV3,172.16.0.1,M003,Internet Banking,58,Karyawan Swasta,174,2,20956680.2249677,2025-05-27 22:00:00
TRX00357,ACC098,87.8456871277072,2025-05-29 08:00:00,Transfer,Medan,DEV2,10.0.0.1,M001,Internet Banking,41,Wiraswasta,203,2,47151344.298448645,2025-05-28 08:00:00
TRX00358,ACC011,219.75086196654578,2025-05-29 18:00:00,Withdrawal,Medan,DEV2,10.0.0.1,M004,Mobile Banking,19,Karyawan Swasta,243,4,36103437.81418684,2025-05-27 18:00:00
TRX00359,ACC056,829.741324749659,2025-05-30 04:00:00,Deposit,Bandung,DEV1,192.168.1.1,M002,Internet Banking,57,PNS,192,4,4497515.8180778315,2025-05-24 04:00:00
TRX00360,ACC067,94.03472963549271,2025-05-30 14:00:00,Payment,Medan,DEV1,192.168.1.1,M004,Mobile Banking,37,Wiraswasta,241,1,42331268.8377656,2025-05-21 14:00:00
TRX00361,ACC092,896.0193941403272,2025-05-31 00:00:00,Deposit,Jakarta,DEV3,172.16.0.1,M002,Internet Banking,51,Karyawan Swasta,116,4,36641808.453348234,2025-05-23 00:00:00
TRX00362,ACC029,8.116966700126714,2025-05-31 10:00:00,Withdrawal,Bandung,DEV4,172.16.0.1,M003,Internet Banking,60,Pelajar,232,2,30586231.632562395,2025-05-26 10:00:00
TRX00363,ACC009,22.64587486818158,2025-05-31 20:00:00,Deposit,Surabaya,DEV1,10.0.0.1,M004,Mobile Banking,43,Wiraswasta,89,3,41032618.73439795,2025-05-30 20:00:00
TRX00364,ACC067,250.3766831554379,2025-06-01 06:00:00,Withdrawal,Medan,DEV4,192.168.1.1,M001,Mobile Banking,24,PNS,243,3,20265081.40237356,2025-05-25 06:00:00
TRX00365,ACC025,17.8814390961467,2025-06-01 16:00:00,Withdrawal,Bandung,DEV3,172.16.0.1,M004,ATM,55,PNS,193,1,11152902.437607251,2025-05-27 16:00:00
TRX00366,ACC098,25.49020370317779,2025-06-02 02:00:00,Payment,Jakarta,DEV4,172.16.0.1,M002,Mobile Banking,47,Pelajar,194,4,25649967.11652709,2025-05-27 02:00:00
TRX00367,ACC076,67.24446455410767,2025-06-02 12:00:00,Transfer,Bali,DEV2,172.16.0.1,M003,Mobile Banking,59,Pelajar,143,1,27487203.604114342,2025-05-26 12:00:00
TRX00368,ACC042,472.0847326846491,2025-06-02 22:00:00,Withdrawal,Bali,DEV4,10.0.0.1,M001,ATM,22,Wiraswasta,229,2,26962485.96329461,2025-05-30 22:00:00
TRX00369,ACC009,8.636977869796658,2025-06-03 08:00:00,Withdrawal,Jakarta,DEV3,192.168.1.1,M004,Mobile Banking,28,Wiraswasta,297,4,28297182.194857255,2025-05-31 08:00:00
TRX00370,ACC079,191.60721918462923,2025-06-03 18:00:00,Payment,Jakarta,DEV3,172.16.0.1,M002,Mobile Banking,18,PNS,211,1,47440375.42013512,2025-05-29 18:00:00
TRX00371,ACC040,698.8568444294538,2025-06-04 04:00:00,Withdrawal,Bali,DEV3,192.168.1.1,M001,ATM,51,Pelajar,155,3,45122056.592501946,2025-05-29 04:00:00
TRX00372,ACC025,110.7839809233091,2025-06-04 14:00:00,Transfer,Bandung,DEV4,172.16.0.1,M003,Mobile Banking,18,Wiraswasta,136,3,43798280.12429108,2025-05-26 14:00:00
TRX00373,ACC005,85.3495055151751,2025-06-05 00:00:00,Payment,Bali,DEV2,172.16.0.1,M001,Mobile Banking,36,PNS,144,1,40090698.86434049,2025-05-31 00:00:00
TRX00374,ACC011,271.1458651433743,2025-06-05 10:00:00,Transfer,Jakarta,DEV1,192.168.1.1,M003,ATM,19,Pelajar,123,1,47177062.55253774,2025-06-04 10:00:00
TRX00375,ACC059,111.255952019918,2025-06-05 20:00:00,Transfer,Medan,DEV2,192.168.1.1,M001,ATM,38,PNS,273,1,5014882.619802223,2025-06-01 20:00:00
TRX00376,ACC098,1194.8186217234122,2025-06-06 06:00:00,Payment,Surabaya,DEV4,192.168.1.1,M004,Internet Banking,37,Karyawan Swasta,73,2,13329650.7461424,2025-06-01 06:00:00
TRX00377,ACC088,28.018933604016578,2025-06-06 16:00:00,Withdrawal,Medan,DEV4,10.0.0.1,M002,Mobile Banking,40,Pelajar,144,2,24803291.688163787,2025-06-01 16:00:00
TRX00378,ACC079,137.3501860696942,2025-06-07 02:00:00,Transfer,Medan,DEV1,172.16.0.1,M004,Internet Banking,38,Wiraswasta,50,3,42342071.20685792,2025-05-31 02:00:00
TRX00379,ACC038,202.05290366455174,2025-06-07 12:00:00,Transfer,Jakarta,DEV4,10.0.0.1,M004,Internet Banking,41,Wiraswasta,12,2,25307769.004984353,2025-06-03 12:00:00
TRX00380,ACC072,84.12627317971263,2025-06-07 22:00:00,Transfer,Bali,DEV3,192.168.1.1,M003,ATM,21,Karyawan Swasta,203,2,37426933.49314528,2025-06-06 22:00:00
TRX00381,ACC005,1.9998576550734863,2025-06-08 08:00:00,Transfer,Bandung,DEV3,172.16.0.1,M003,Mobile Banking,29,Pelajar,119,4,7034099.271920919,2025-06-03 08:00:00
TRX00382,ACC048,116.58756690646425,2025-06-08 18:00:00,Payment,Medan,DEV3,10.0.0.1,M003,Mobile Banking,39,PNS,230,2,12695449.267530354,2025-06-01 18:00:00
TRX00383,ACC090,572.6447147655167,2025-06-09 04:00:00,Payment,Bali,DEV3,172.16.0.1,M004,ATM,37,Wiraswasta,13,4,36615627.14237985,2025-06-03 04:00:00
TRX00384,ACC018,476.8317861866608,2025-06-09 14:00:00,Deposit,Bandung,DEV3,10.0.0.1,M001,Internet Banking,35,Karyawan Swasta,253,2,8320227.04349743,2025-06-04 14:00:00
TRX00385,ACC070,252.69108208657542,2025-06-10 00:00:00,Deposit,Medan,DEV4,192.168.1.1,M001,ATM,18,Karyawan Swasta,175,3,17632661.139280844,2025-06-06 00:00:00
TRX00386,ACC037,28.594273270423486,2025-06-10 10:00:00,Transfer,Bandung,DEV1,10.0.0.1,M004,Mobile Banking,47,Pelajar,35,1,13316826.264897214,2025-06-08 10:00:00
TRX00387,ACC060,268.5304173326707,2025-06-10 20:00:00,Withdrawal,Bali,DEV1,172.16.0.1,M004,ATM,50,Pelajar,26,3,17558098.541701674,2025-06-06 20:00:00
TRX00388,ACC048,62.792978989046546,2025-06-11 06:00:00,Transfer,Surabaya,DEV3,172.16.0.1,M002,Mobile Banking,41,Wiraswasta,225,2,35445370.04899072,2025-06-08 06:00:00
TRX00389,ACC077,252.2004881063804,2025-06-11 16:00:00,Withdrawal,Bali,DEV4,172.16.0.1,M003,Internet Banking,31,Karyawan Swasta,101,1,18455574.33902577,2025-06-10 16:00:00
TRX00390,ACC028,178.08438608878978,2025-06-12 02:00:00,Transfer,Jakarta,DEV2,172.16.0.1,M003,Mobile Banking,53,PNS,40,1,27807639.798136216,2025-06-04 02:00:00
TRX00391,ACC069,34.310008104180234,2025-06-12 12:00:00,Deposit,Bandung,DEV2,192.168.1.1,M004,Internet Banking,22,Karyawan Swasta,214,1,5086600.665015041,2025-06-07 12:00:00
TRX00392,ACC077,38.91252744098476,2025-06-12 22:00:00,Deposit,Surabaya,DEV4,10.0.0.1,M004,Internet Banking,28,PNS,216,4,40270382.892407924,2025-06-08 22:00:00
TRX00393,ACC081,252.78357342781032,2025-06-13 08:00:00,Withdrawal,Bandung,DEV3,192.168.1.1,M001,Mobile Banking,41,PNS,116,3,18557442.41984143,2025-06-05 08:00:00
TRX00394,ACC040,106.51974393917169,2025-06-13 18:00:00,Transfer,Bandung,DEV1,192.168.1.1,M004,Mobile Banking,48,Wiraswasta,155,4,32461854.53576379,2025-06-06 18:00:00
TRX00395,ACC045,42.08022241799838,2025-06-14 04:00:00,Withdrawal,Medan,DEV4,192.168.1.1,M001,Internet Banking,30,Karyawan Swasta,110,1,36296941.122925445,2025-06-12 04:00:00
TRX00396,ACC096,37.17939520218881,2025-06-14 14:00:00,Deposit,Jakarta,DEV2,172.16.0.1,M004,ATM,33,PNS,250,3,10562080.01337385,2025-06-13 14:00:00
TRX00397,ACC062,94.09018413449853,2025-06-15 00:00:00,Transfer,Bandung,DEV2,172.16.0.1,M002,Mobile Banking,41,Pelajar,256,3,44245281.749172166,2025-06-11 00:00:00
TRX00398,ACC093,1559.5571661256733,2025-06-15 10:00:00,Transfer,Bali,DEV2,172.16.0.1,M002,Internet Banking,30,PNS,172,2,30849590.15518695,2025-06-07 10:00:00
TRX00399,ACC058,67.41603864367191,2025-06-15 20:00:00,Withdrawal,Bali,DEV3,10.0.0.1,M001,Internet Banking,41,Pelajar,182,4,21493384.573398925,2025-06-13 20:00:00
TRX00400,ACC067,145.324720834751,2025-06-16 06:00:00,Payment,Medan,DEV2,172.16.0.1,M003,ATM,43,Pelajar,44,4,9198525.660553155,2025-06-13 06:00:00
TRX00401,ACC056,172.8573056884392,2025-06-16 16:00:00,Withdrawal,Jakarta,DEV4,10.0.0.1,M002,Mobile Banking,19,Karyawan Swasta,293,2,47120816.80127022,2025-06-15 16:00:00
TRX00402,ACC040,27.206622359354736,2025-06-17 02:00:00,Deposit,Jakarta,DEV4,172.16.0.1,M001,Internet Banking,33,Pelajar,30,4,37777903.38616809,2025-06-16 02:00:00
TRX00403,ACC098,10.546048861077693,2025-06-17 12:00:00,Deposit,Bali,DEV2,172.16.0.1,M004,ATM,55,PNS,172,1,10480425.68038912,2025-06-14 12:00:00
TRX00404,ACC040,31.81821415219462,2025-06-17 22:00:00,Deposit,Surabaya,DEV4,192.168.1.1,M004,Internet Banking,63,Pelajar,106,1,16951767.658738803,2025-06-12 22:00:00
TRX00405,ACC091,214.9952783469326,2025-06-18 08:00:00,Deposit,Medan,DEV2,192.168.1.1,M001,Mobile Banking,18,Karyawan Swasta,64,4,40502745.478594854,2025-06-15 08:00:00
TRX00406,ACC077,169.18564224661796,2025-06-18 18:00:00,Deposit,Medan,DEV2,192.168.1.1,M003,ATM,66,Wiraswasta,136,2,34814315.39444541,2025-06-17 18:00:00
TRX00407,ACC033,425.64678269259286,2025-06-19 04:00:00,Payment,Bali,DEV1,10.0.0.1,M001,Internet Banking,28,PNS,202,3,38312636.20651464,2025-06-18 04:00:00
TRX00408,ACC006,171.59290541069637,2025-06-19 14:00:00,Transfer,Bali,DEV3,10.0.0.1,M001,ATM,68,PNS,252,4,22115935.000425328,2025-06-11 14:00:00
TRX00409,ACC088,125.92368675573498,2025-06-20 00:00:00,Withdrawal,Surabaya,DEV3,172.16.0.1,M002,Mobile Banking,52,Karyawan Swasta,97,3,35852165.50584413,2025-06-18 00:00:00
TRX00410,ACC019,59.97822547545136,2025-06-20 10:00:00,Withdrawal,Surabaya,DEV1,10.0.0.1,M001,ATM,60,Karyawan Swasta,224,2,19386036.770909294,2025-06-17 10:00:00
TRX00411,ACC080,559.4253995888625,2025-06-20 20:00:00,Deposit,Jakarta,DEV1,172.16.0.1,M001,Mobile Banking,46,Karyawan Swasta,101,3,10642019.555216001,2025-06-18 20:00:00
TRX00412,ACC040,37.38351350725906,2025-06-21 06:00:00,Withdrawal,Medan,DEV3,10.0.0.1,M004,Internet Banking,54,Karyawan Swasta,244,2,31670584.03858386,2025-06-18 06:00:00
TRX00413,ACC092,28.061561565098867,2025-06-21 16:00:00,Deposit,Medan,DEV2,10.0.0.1,M002,Mobile Banking,34,PNS,193,2,48803094.88737983,2025-06-14 16:00:00
TRX00414,ACC097,347.4369730657312,2025-06-22 02:00:00,Payment,Bali,DEV2,10.0.0.1,M004,Internet Banking,56,Wiraswasta,47,1,15598988.472626947,2025-06-21 02:00:00
TRX00415,ACC059,20.09084088841848,2025-06-22 12:00:00,Payment,Jakarta,DEV3,192.168.1.1,M004,Internet Banking,59,Pelajar,148,1,23102382.65140573,2025-06-14 12:00:00
TRX00416,ACC059,5553.515879593821,2025-06-22 22:00:00,Transfer,Medan,DEV2,10.0.0.1,M003,Mobile Banking,45,Pelajar,204,2,33732668.416385695,2025-06-20 22:00:00
TRX00417,ACC048,167.33370812947905,2025-06-23 08:00:00,Payment,Jakarta,DEV1,192.168.1.1,M003,Internet Banking,46,Wiraswasta,24,4,27121163.477912143,2025-06-20 08:00:00
TRX00418,ACC041,250.09958398494518,2025-06-23 18:00:00,Payment,Jakarta,DEV2,192.168.1.1,M002,ATM,60,Wiraswasta,266,1,42187047.005881555,2025-06-14 18:00:00
TRX00419,ACC013,44.140170486061805,2025-06-24 04:00:00,Transfer,Bali,DEV2,10.0.0.1,M002,Internet Banking,20,Wiraswasta,144,2,38110961.05282884,2025-06-17 04:00:00
TRX00420,ACC045,92.49020376230858,2025-06-24 14:00:00,Withdrawal,Jakarta,DEV4,172.16.0.1,M003,Mobile Banking,69,Karyawan Swasta,10,3,3009030.4727316163,2025-06-20 14:00:00
TRX00421,ACC089,78.24651758129079,2025-06-25 00:00:00,Deposit,Surabaya,DEV4,172.16.0.1,M003,ATM,27,PNS,58,3,49921219.57279632,2025-06-20 00:00:00
